province,phufull,season,year,week,day,date,Flu Test,A(H1)pdm09 Positive,A(H3) Positive,Total Flu A Positive,Total Flu B Positive,Total Flu Positive,RSV Test,RSV Positive,HPIV Test,HPIV 1 Positive,HPIV 2 Positive,HPIV 3 Positive,HPIV 4 Positive,Other HPIV Positive,Adeno Test,Adeno Positive,HMPV Test,HMPV Positive,Rhino Test,Rhino Positive,Coron Test,Coron Positive,A(UnS) Positive,Entero/Rhino Test,Entero/Rhino Positive,HCOV Test,HCOV Positive,SARS-CoV-2 Test,SARS-CoV-2 Positive,ADV Test,ADV Positive,EV/RV Test,EV/RV Positive,HCoV Test,HCoV Positive
Newfoundland,Newfoundland,2017-2018,2018,13,6.0,2018-03-31,165.0,0.0,0.0,27.0,25.0,52.0,165.0,12.0,165.0,1.0,0.0,0.0,0.0,0.0,165.0,1.0,165.0,8.0,,,0.0,0.0,27.0,165.0,5.0,,,,,,,,,,
Newfoundland,Newfoundland,2018-2019,2019,10,6.0,2019-03-09,212.0,0.0,0.0,55.0,0.0,55.0,212.0,34.0,212.0,0.0,5.0,10.0,0.0,0.0,212.0,3.0,212.0,3.0,,,0.0,0.0,55.0,212.0,3.0,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,19,6.0,2021-05-15,336.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,337.0,0.0,336.0,0.0,,,0.0,0.0,0.0,336.0,30.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2021-2022,2021,46,6.0,2021-11-20,288.0,0.0,0.0,0.0,0.0,0.0,287.0,1.0,287.0,0.0,0.0,5.0,0.0,14.0,288.0,0.0,287.0,1.0,,,,,0.0,287.0,39.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2017-2018,2018,3,6.0,2018-01-20,178.0,0.0,0.0,9.0,2.0,11.0,178.0,8.0,178.0,8.0,1.0,3.0,0.0,0.0,178.0,2.0,178.0,18.0,,,0.0,0.0,9.0,178.0,14.0,,,,,,,,,,
Newfoundland,Newfoundland,2023-2024,2024,13,,2023-2024,401,0,0,6,18,,401,25,401,0,2,9,1,0,,,401,30,,,,,6,,,,,533,59,401,5,401,17,401,32
Newfoundland,Newfoundland,2018-2019,2018,46,6.0,2018-11-17,59.0,0.0,0.0,1.0,0.0,1.0,59.0,6.0,59.0,0.0,0.0,2.0,0.0,0.0,59.0,0.0,59.0,0.0,,,0.0,0.0,1.0,59.0,6.0,,,,,,,,,,
Newfoundland,Newfoundland,2014-2015,2014,51,6.0,2014-12-20,119.0,0.0,0.0,52.0,0.0,52.0,119.0,2.0,119.0,0.0,2.0,2.0,0.0,0.0,119.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,28,6.0,2021-07-17,221.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,221.0,1.0,221.0,0.0,,,0.0,0.0,0.0,100.0,3.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2023-2024,2024,36,,2023-2024,279,0,0,0,0,,279,3,279,0,0,0,2,0,,,279,0,,,,,0,,,,,414,81,279,3,279,70,279,2
Newfoundland,Newfoundland,2023-2024,2024,3,,2023-2024,544,0,0,97,0,,544,60,544,0,4,0,3,0,,,544,9,,,,,97,,,,,729,77,544,5,544,13,544,29
Newfoundland,Newfoundland,2018-2019,2019,11,6.0,2019-03-16,182.0,0.0,0.0,46.0,0.0,46.0,182.0,22.0,182.0,0.0,2.0,4.0,0.0,0.0,182.0,1.0,182.0,9.0,,,0.0,0.0,46.0,182.0,3.0,,,,,,,,,,
Newfoundland,Newfoundland,2018-2019,2019,4,6.0,2019-01-26,177.0,0.0,0.0,26.0,0.0,26.0,177.0,18.0,177.0,0.0,2.0,0.0,0.0,0.0,177.0,3.0,177.0,2.0,,,0.0,0.0,26.0,177.0,10.0,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,4,6.0,2021-01-30,287.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,287.0,1.0,287.0,0.0,,,0.0,0.0,0.0,287.0,46.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2022-2023,2023,33,6.0,2023-08-19,213.0,0.0,0.0,0.0,0.0,0.0,213.0,4.0,213.0,1.0,0.0,0.0,5.0,0.0,213.0,5.0,213.0,0.0,,,,,0.0,213.0,60.0,213.0,2.0,306.0,42.0,,,,,,
Newfoundland,Newfoundland,2021-2022,2022,28,6.0,2022-07-16,157.0,0.0,0.0,4.0,0.0,4.0,157.0,5.0,157.0,0.0,2.0,0.0,0.0,0.0,157.0,3.0,157.0,4.0,,,,,4.0,157.0,8.0,157.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2019-2020,2020,21,6.0,2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Newfoundland,Newfoundland,2019-2020,2019,52,6.0,2019-12-28,91.0,0.0,0.0,3.0,3.0,6.0,91.0,19.0,91.0,4.0,0.0,0.0,0.0,0.0,91.0,4.0,91.0,0.0,,,0.0,0.0,3.0,91.0,3.0,,,,,,,,,,
Newfoundland,Newfoundland,2016-2017,2017,9,6.0,2017-03-04,131.0,0.0,0.0,49.0,0.0,49.0,131.0,18.0,131.0,0.0,2.0,1.0,0.0,0.0,131.0,2.0,131.0,2.0,,,0.0,0.0,49.0,131.0,5.0,,,,,,,,,,
Newfoundland,Newfoundland,2018-2019,2019,3,6.0,2019-01-19,174.0,0.0,0.0,52.0,0.0,52.0,174.0,18.0,174.0,0.0,3.0,6.0,0.0,0.0,174.0,1.0,174.0,0.0,,,0.0,0.0,52.0,174.0,6.0,,,,,,,,,,
Newfoundland,Newfoundland,2023-2024,2024,11,,2023-2024,452,0,0,19,7,,452,36,452,1,6,0,0,0,,,452,33,,,,,19,,,,,565,37,452,5,452,16,452,21
Newfoundland,Newfoundland,2023-2024,2024,44,,2023-2024,351,0,0,15,0,,351,3,351,1,2,1,1,0,,,351,1,,,,,15,,,,,544,93,351,7,351,38,351,1
Newfoundland,Newfoundland,2020-2021,2020,52,6.0,2020-12-26,274.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,274.0,2.0,274.0,0.0,,,0.0,0.0,0.0,274.0,53.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2022-2023,2023,19,6.0,2023-05-13,259.0,0.0,0.0,1.0,2.0,3.0,259.0,11.0,259.0,1.0,0.0,7.0,3.0,0.0,259.0,3.0,259.0,4.0,,,,,1.0,259.0,24.0,259.0,13.0,421.0,54.0,,,,,,
Newfoundland,Newfoundland,2019-2020,2020,28,6.0,2020-07-11,969.0,0.0,0.0,0.0,0.0,0.0,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,969.0,0.0,969.0,0.0,,,0.0,0.0,0.0,969.0,5.0,,,,,,,,,,
Newfoundland,Newfoundland,2016-2017,2017,3,6.0,2017-01-21,87.0,0.0,4.0,8.0,0.0,8.0,87.0,7.0,87.0,0.0,1.0,1.0,0.0,0.0,87.0,0.0,87.0,3.0,,,0.0,0.0,4.0,87.0,1.0,,,,,,,,,,
Newfoundland,Newfoundland,2018-2019,2019,18,6.0,2019-05-04,133.0,0.0,0.0,15.0,0.0,15.0,133.0,8.0,133.0,2.0,0.0,13.0,0.0,0.0,133.0,0.0,133.0,11.0,,,0.0,0.0,15.0,133.0,7.0,,,,,,,,,,
Newfoundland,Newfoundland,2019-2020,2019,48,6.0,2019-11-30,79.0,0.0,0.0,0.0,0.0,0.0,79.0,3.0,79.0,3.0,0.0,0.0,0.0,0.0,79.0,3.0,79.0,0.0,,,0.0,0.0,0.0,79.0,8.0,,,,,,,,,,
Newfoundland,Newfoundland,2017-2018,2017,50,6.0,2017-12-16,71.0,0.0,0.0,1.0,1.0,2.0,71.0,1.0,71.0,10.0,0.0,0.0,0.0,0.0,71.0,2.0,71.0,4.0,,,0.0,0.0,1.0,71.0,3.0,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,20,6.0,2021-05-22,272.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,272.0,0.0,0.0,1.0,0.0,0.0,271.0,0.0,272.0,0.0,,,0.0,0.0,0.0,272.0,28.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,23,6.0,2021-06-12,240.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,239.0,0.0,,,0.0,0.0,0.0,240.0,32.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2019-2020,2020,23,6.0,2020-06-06,1151.0,0.0,0.0,0.0,0.0,0.0,1151.0,0.0,1151.0,0.0,0.0,0.0,0.0,0.0,1151.0,1.0,1151.0,0.0,,,0.0,0.0,0.0,1151.0,6.0,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,16,6.0,2021-04-24,370.0,0.0,0.0,0.0,0.0,0.0,370.0,0.0,370.0,0.0,0.0,1.0,0.0,0.0,371.0,3.0,370.0,0.0,,,0.0,0.0,0.0,370.0,22.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2018-2019,2018,50,6.0,2018-12-15,134.0,0.0,0.0,17.0,0.0,17.0,134.0,14.0,134.0,0.0,3.0,0.0,0.0,0.0,134.0,0.0,134.0,1.0,,,0.0,0.0,17.0,134.0,22.0,,,,,,,,,,
Newfoundland,Newfoundland,2013-2014,2014,25,6.0,2014-06-21,21.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Newfoundland,Newfoundland,2019-2020,2019,38,6.0,2019-09-21,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,47.0,0.0,,,0.0,0.0,0.0,47.0,23.0,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,15,6.0,2021-04-17,421.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,421.0,1.0,421.0,0.0,,,0.0,0.0,0.0,421.0,7.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2017-2018,2017,40,6.0,2017-10-07,47.0,0.0,0.0,1.0,0.0,1.0,47.0,0.0,47.0,1.0,0.0,1.0,0.0,0.0,47.0,0.0,47.0,0.0,,,0.0,0.0,1.0,47.0,9.0,,,,,,,,,,
Newfoundland,Newfoundland,2018-2019,2018,43,6.0,2018-10-27,50.0,0.0,0.0,0.0,0.0,0.0,50.0,3.0,50.0,0.0,1.0,2.0,0.0,0.0,50.0,0.0,50.0,0.0,,,0.0,0.0,0.0,50.0,7.0,,,,,,,,,,
Newfoundland,Newfoundland,2023-2024,2024,46,,2023-2024,367,0,0,26,1,,367,10,367,1,1,0,6,0,,,367,2,,,,,26,,,,,506,122,367,17,367,33,367,1
Newfoundland,Newfoundland,2020-2021,2021,26,6.0,2021-07-03,206.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,191.0,1.0,206.0,0.0,,,0.0,0.0,0.0,75.0,5.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2023-2024,2024,7,,2023-2024,476,0,0,57,12,,476,46,476,1,3,1,2,0,,,476,15,,,,,57,,,,,684,63,476,5,476,17,476,34
Newfoundland,Newfoundland,2020-2021,2021,6,6.0,2021-02-13,417.0,0.0,0.0,1.0,0.0,1.0,417.0,2.0,417.0,0.0,0.0,0.0,0.0,0.0,417.0,2.0,417.0,0.0,,,0.0,0.0,1.0,417.0,37.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2017-2018,2018,12,6.0,2018-03-24,270.0,0.0,0.0,41.0,35.0,76.0,270.0,18.0,270.0,1.0,0.0,1.0,0.0,0.0,270.0,4.0,270.0,17.0,,,0.0,0.0,41.0,270.0,4.0,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,24,6.0,2021-06-19,230.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,230.0,1.0,230.0,0.0,,,0.0,0.0,0.0,230.0,27.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,7,6.0,2021-02-20,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,30.0,0.0,,,0.0,0.0,0.0,30.0,2.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2013-2014,2014,15,6.0,2014-04-12,49.0,0.0,0.0,2.0,13.0,15.0,49.0,5.0,49.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,49.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Newfoundland,Newfoundland,2014-2015,2015,1,6.0,2015-01-03,296.0,0.0,0.0,130.0,0.0,130.0,296.0,19.0,296.0,0.0,1.0,4.0,0.0,0.0,296.0,1.0,296.0,0.0,296.0,12.0,0.0,0.0,,,,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2020,35,6.0,2020-08-29,125.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,125.0,0.0,,,0.0,0.0,0.0,125.0,2.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2017-2018,2018,7,6.0,2018-02-17,227.0,0.0,0.0,40.0,43.0,83.0,227.0,15.0,227.0,3.0,0.0,0.0,0.0,0.0,227.0,3.0,227.0,15.0,,,0.0,0.0,40.0,227.0,5.0,,,,,,,,,,
Newfoundland,Newfoundland,2014-2015,2014,50,6.0,2014-12-13,48.0,0.0,12.0,16.0,1.0,17.0,48.0,3.0,48.0,0.0,0.0,2.0,0.0,0.0,48.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2020,48,6.0,2020-11-28,472.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,472.0,0.0,0.0,1.0,0.0,0.0,474.0,2.0,472.0,0.0,,,0.0,0.0,0.0,472.0,102.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2020-2021,2021,12,6.0,2021-03-27,340.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,335.0,1.0,340.0,0.0,,,0.0,0.0,0.0,340.0,8.0,0.0,0.0,,,,,,,,
Newfoundland,Newfoundland,2017-2018,2018,22,6.0,2018-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2022-2023,2023,11,6.0,2023-03-18,24.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,24.0,6.0,0.0,0.0,27.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2019-2020,2020,12,6.0,2020-03-21,110.0,5.0,1.0,6.0,19.0,25.0,110.0,0.0,110.0,0.0,0.0,1.0,0.0,0.0,110.0,1.0,110.0,5.0,,,110.0,6.0,0.0,110.0,7.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2016-2017,2016,35,6.0,2016-09-03,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2021,52,6.0,2022-01-01,32.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,31.0,3.0,1.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,10,,2023-2024,66,0,0,0,13,,66,21,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,66,1,,,,,0,,,,,66,3,66,4,66,3,N.C.,N.C.
Northwest Territories,Northwest Territories,2019-2020,2020,14,6.0,2020-04-04,42.0,0.0,0.0,0.0,3.0,3.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,2.0,,,42.0,1.0,0.0,42.0,2.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2019-2020,2020,8,6.0,2020-02-22,59.0,7.0,2.0,9.0,23.0,32.0,58.0,0.0,58.0,0.0,0.0,0.0,3.0,0.0,58.0,0.0,58.0,4.0,,,58.0,0.0,0.0,58.0,3.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,19,,2023-2024,10,0,0,0,1,,10,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,10,0,,,,,0,,,,,10,0,10,0,10,1,N.C.,N.C.
Northwest Territories,Northwest Territories,2023-2024,2024,8,,2023-2024,58,0,0,0,9,,58,29,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,58,0,,,,,0,,,,,59,2,58,0,58,7,N.C.,N.C.
Northwest Territories,Northwest Territories,2020-2021,2020,41,6.0,2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2021,39,6.0,2021-10-02,11.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,,,,,0.0,10.0,1.0,3.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2021,46,6.0,2021-11-20,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,17.0,5.0,1.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2023,38,6.0,2023-09-23,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,22.0,8.0,0.0,0.0,29.0,1.0,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,49,,2023-2024,55,23,0,23,0,,55,4,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,N.C.,N.C.,,,,,0,,,,,56,4,N.C.,N.C.,55,3,N.C.,N.C.
Northwest Territories,Northwest Territories,2022-2023,2023,5,6.0,2023-02-04,27.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,27.0,4.0,0.0,0.0,34.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,18,,2023-2024,18,0,0,0,2,,18,1,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,18,0,,,,,0,,,,,18,0,18,0,18,4,N.C.,N.C.
Northwest Territories,Northwest Territories,2015-2016,2016,29,6.0,2016-07-23,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,,,,,,,,,,,,,
Northwest Territories,Northwest Territories,2015-2016,2015,42,6.0,2015-10-17,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,3.0,17.0,5.0,17.0,0.0,,,,,,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2021,40,6.0,2021-10-09,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,,,,,0.0,11.0,2.0,4.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2022,34,6.0,2022-08-27,28.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,27.0,11.0,1.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2022-2023,2023,2,6.0,2023-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2020-2021,2020,36,6.0,2020-09-05,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2023,35,6.0,2023-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2019-2020,2020,4,6.0,2020-01-25,32.0,6.0,0.0,6.0,4.0,10.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,4.0,,,32.0,4.0,0.0,32.0,0.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2021,38,6.0,2021-09-25,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,6.0,3.0,0.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,39,,2023-2024,17,0,0,0,0,,17,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,N.C.,N.C.,,,,,0,,,,,23,4,N.C.,N.C.,17,9,N.C.,N.C.
Northwest Territories,Northwest Territories,2023-2024,2024,45,,2023-2024,N.R.,N.R.,N.R.,N.R.,N.R.,,N.R.,N.R.,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,N.C.,N.C.,,,,,N.R.,,,,,N.R.,N.R.,N.C.,N.C.,N.R.,N.R.,N.C.,N.C.
Northwest Territories,Northwest Territories,2017-2018,2017,36,6.0,2017-09-09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2021-2022,2021,36,6.0,2021-09-11,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,,,,,0.0,3.0,0.0,3.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2022-2023,2023,19,6.0,2023-05-13,18.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,18.0,5.0,0.0,0.0,18.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2020-2021,2021,19,6.0,2021-05-15,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,,,6.0,0.0,0.0,6.0,2.0,0.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,41,,2023-2024,27,0,0,0,0,,27,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,N.C.,N.C.,,,,,0,,,,,36,8,N.C.,N.C.,27,8,N.C.,N.C.
Northwest Territories,Northwest Territories,2022-2023,2023,4,6.0,2023-01-28,23.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,23.0,3.0,0.0,0.0,19.0,1.0,,,,,,
Northwest Territories,Northwest Territories,2015-2016,2015,45,6.0,2015-11-07,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,10.0,16.0,2.0,16.0,0.0,,,,,,,,,,,,,
Northwest Territories,Northwest Territories,2022-2023,2022,37,6.0,2022-09-17,44.0,0.0,0.0,0.0,0.0,0.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,44.0,24.0,0.0,0.0,0.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,19,,2023-2024,10,0,0,0,1,,10,0,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,10,0,,,,,0,,,,,10,0,10,0,10,1,N.C.,N.C.
Northwest Territories,Northwest Territories,2020-2021,2021,3,6.0,2021-01-23,16.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,,,15.0,0.0,0.0,15.0,4.0,0.0,0.0,,,,,,,,
Northwest Territories,Northwest Territories,2019-2020,2020,30,6.0,2020-07-25,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,,,10.0,0.0,0.0,10.0,2.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2022-2023,2023,1,6.0,2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2022-2023,2023,22,6.0,2023-06-03,29.0,6.0,0.0,6.0,0.0,6.0,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,29.0,5.0,0.0,0.0,29.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2023-2024,2024,12,,2023-2024,41,0,0,0,2,,41,1,N.C.,N.C.,N.C.,N.C.,N.C.,N.C.,,,41,0,,,,,0,,,,,40,2,41,1,41,3,N.C.,N.C.
Northwest Territories,Northwest Territories,2022-2023,2023,27,6.0,2023-07-08,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,8.0,4.0,0.0,0.0,9.0,0.0,,,,,,
Northwest Territories,Northwest Territories,2019-2020,2020,1,6.0,2020-01-04,19.0,2.0,1.0,3.0,2.0,5.0,19.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,19.0,2.0,,,19.0,4.0,0.0,19.0,0.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2016-2017,2017,5,6.0,2017-02-04,29.0,0.0,4.0,5.0,0.0,5.0,29.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,29.0,0.0,,,29.0,0.0,1.0,29.0,1.0,,,,,,,,,,
Northwest Territories,Northwest Territories,2015-2016,2015,41,6.0,2015-10-10,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,5.0,2.0,5.0,0.0,,,,,,,,,,,,,
